Phoenix  Wednesday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Phoenix  Wednesday
7:15  -  7:29,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,135154126,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135047474,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,135047474,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,135047474,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,135047474,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,134922055,Central,Kapiri Mposhi,Rural,Male,3,,D,Tertiary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134922055,Central,Kapiri Mposhi,Rural,Male,3,,D,Tertiary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,134922055,Central,Kapiri Mposhi,Rural,Male,3,,D,Tertiary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:30  -  9:44,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:45  -  9:59,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:30  -  13:44,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:15  -  14:29,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:15  -  9:29,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:30  -  14:44,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:45  -  13:59,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:45  -  14:59,135043694,Central,Kapiri Mposhi,Rural,Male,3,,D,Secondary,Christian,Not employed,D,Under K 849,,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:45  -  8:59,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:30  -  8:44,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:30  -  9:44,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:45  -  9:59,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:15  -  8:29,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:15  -  9:29,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:15  -  10:29,135141189,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,134922056,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"12:15  -  12:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134610522,Central,Serenje,Rural,Female,3,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,134610522,Central,Serenje,Rural,Female,3,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"7:00  -  7:14,12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,134997406,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134997406,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,134997406,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,134997406,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
