Radio 1  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio 1  Saturday
12:15  -  12:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
9:30  -  9:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
8:30  -  8:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
11:45  -  11:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
9:45  -  9:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
7:00  -  7:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
8:15  -  8:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
11:00  -  11:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
21:30  -  21:44,60562097,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,15 – 18,"20:30  -  20:44,21:30  -  21:44"
20:30  -  20:44,60562097,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,15 – 18,"20:30  -  20:44,21:30  -  21:44"
6:30  -  6:44,60562109,Copperbelt,Ndola,Urban,Female,1,None,C2,Some primary school,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:00  -  6:14,60562109,Copperbelt,Ndola,Urban,Female,1,None,C2,Some primary school,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:15  -  6:29,60562109,Copperbelt,Ndola,Urban,Female,1,None,C2,Some primary school,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:45  -  6:59,60562109,Copperbelt,Ndola,Urban,Female,1,None,C2,Some primary school,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:30  -  6:44,60567064,Lusaka,Lusaka,Urban,Male,1,None,C1,Primary school completed,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:00  -  6:14,60567064,Lusaka,Lusaka,Urban,Male,1,None,C1,Primary school completed,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:15  -  6:29,60567064,Lusaka,Lusaka,Urban,Male,1,None,C1,Primary school completed,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:45  -  6:59,60567064,Lusaka,Lusaka,Urban,Male,1,None,C1,Primary school completed,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
15:45  -  15:59,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
15:00  -  15:14,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
15:30  -  15:44,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
15:15  -  15:29,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
14:30  -  14:44,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
16:30  -  16:44,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
16:15  -  16:29,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
16:45  -  16:59,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
14:45  -  14:59,60573810,Central,Kabwe,Rural,Female,0,None,D,Some high school,Seventh Day Adventists,Housewife,D,K 850-K 1674,No,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
18:30  -  18:44,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
20:00  -  20:14,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
19:45  -  19:59,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
19:30  -  19:44,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
18:45  -  18:59,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
19:15  -  19:29,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
18:00  -  18:14,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
19:00  -  19:14,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
18:15  -  18:29,60573811,Central,Kabwe,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
11:00  -  11:14,60585281,North-Western,Solwezi,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,35 – 44,"10:00  -  10:14,11:00  -  11:14"
10:00  -  10:14,60585281,North-Western,Solwezi,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,35 – 44,"10:00  -  10:14,11:00  -  11:14"
6:30  -  6:44,60587930,Copperbelt,Kitwe,Urban,Female,2,One,AB,Completed high School,Roman Catholic,Self employed,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44"
6:00  -  6:14,60587930,Copperbelt,Kitwe,Urban,Female,2,One,AB,Completed high School,Roman Catholic,Self employed,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44"
6:15  -  6:29,60587930,Copperbelt,Kitwe,Urban,Female,2,One,AB,Completed high School,Roman Catholic,Self employed,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44"
10:15  -  10:29,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:30  -  11:44,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:15  -  11:29,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:00  -  10:14,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:45  -  11:59,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:00  -  11:14,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:45  -  10:59,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:30  -  10:44,60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45+,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
21:45  -  21:59,60596986,Copperbelt,Kitwe,Urban,Male,2,None,AB,Completed high School,Roman Catholic,Working Full-Time,D,K 850-K 1674,Yes,19 – 24,"19:00  -  19:14,21:45  -  21:59"
19:00  -  19:14,60596986,Copperbelt,Kitwe,Urban,Male,2,None,AB,Completed high School,Roman Catholic,Working Full-Time,D,K 850-K 1674,Yes,19 – 24,"19:00  -  19:14,21:45  -  21:59"
5:15  -  5:29,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
8:00  -  8:14,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:45  -  20:59,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:45  -  19:59,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
6:45  -  6:59,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
5:00  -  5:14,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
7:45  -  7:59,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:15  -  19:29,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:30  -  20:44,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
16:15  -  16:29,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
6:15  -  6:29,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
15:45  -  15:59,60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
