Radio Christian Voice  Friday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio Christian Voice  Friday
19:15  -  19:29,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:30  -  20:44,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
18:00  -  18:14,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:00  -  19:14,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
18:15  -  18:29,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:45  -  20:59,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
21:00  -  21:14,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
14:00  -  14:14,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:30  -  6:44,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:00  -  6:14,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:45  -  6:59,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
13:15  -  13:29,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:30  -  20:44,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
13:00  -  13:14,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:15  -  6:29,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
14:15  -  14:29,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
18:30  -  18:44,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
7:00  -  7:14,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
6:30  -  6:44,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
6:00  -  6:14,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
6:45  -  6:59,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
19:30  -  19:44,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
18:45  -  18:59,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
19:15  -  19:29,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
19:00  -  19:14,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
18:00  -  18:14,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
6:15  -  6:29,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
18:15  -  18:29,82372814,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
8:00  -  8:14,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:00  -  7:14,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:30  -  6:44,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:00  -  6:14,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:45  -  6:59,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:15  -  7:29,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:30  -  7:44,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:45  -  7:59,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:15  -  8:29,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:30  -  8:44,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:45  -  8:59,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
9:00  -  9:14,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:15  -  6:29,82378696,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
9:15  -  9:29,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
9:45  -  9:59,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
6:30  -  6:44,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
6:00  -  6:14,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
8:15  -  8:29,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
7:30  -  7:44,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
9:30  -  9:44,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
8:30  -  8:44,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
9:00  -  9:14,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
6:15  -  6:29,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
10:30  -  10:44,82397155,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,K 850-K 1674,Yes,35 – 44,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,7:30  -  7:44,8:15  -  8:29,8:30  -  8:44,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:30  -  10:44"
9:45  -  9:59,82449714,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Muslim,Self employed,AB,"K 14,632 -  K 17,499",Yes,35 – 44,",9:45  -  9:59"
10:30  -  10:44,82449715,Copperbelt,Ndola,Urban,Female,1,None,C2,Some high school,Other Christian,Refused/ don’t know (DON’T READ),C2,Refusal [Do not show],Yes,25 – 34,",10:30  -  10:44"
9:30  -  9:44,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",9:30  -  9:44,11:45  -  11:59"
11:45  -  11:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",9:30  -  9:44,11:45  -  11:59"
20:45  -  20:59,82456738,Copperbelt,Kitwe,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
21:00  -  21:14,82456738,Copperbelt,Kitwe,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
22:00  -  22:14,82456738,Copperbelt,Kitwe,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
21:15  -  21:29,82456738,Copperbelt,Kitwe,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
21:30  -  21:44,82456738,Copperbelt,Kitwe,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
21:45  -  21:59,82456738,Copperbelt,Kitwe,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,",20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
7:00  -  7:14,82458417,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Other Christian,Do odd jobs or piece work,C1,K 850-K 1674,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:30  -  6:44,82458417,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Other Christian,Do odd jobs or piece work,C1,K 850-K 1674,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:00  -  6:14,82458417,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Other Christian,Do odd jobs or piece work,C1,K 850-K 1674,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:45  -  6:59,82458417,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Other Christian,Do odd jobs or piece work,C1,K 850-K 1674,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:15  -  6:29,82458417,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Other Christian,Do odd jobs or piece work,C1,K 850-K 1674,Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
5:00  -  5:14,82459343,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,",5:00  -  5:14"
9:15  -  9:29,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,",9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:00  -  9:14,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,",9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:45  -  9:59,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,",9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:30  -  9:44,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,",9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:30  -  9:44,82536066,Copperbelt,Ndola,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Refusal [Do not show],Yes,25 – 34,",8:30  -  8:44,9:30  -  9:44,10:30  -  10:44"
8:30  -  8:44,82536066,Copperbelt,Ndola,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Refusal [Do not show],Yes,25 – 34,",8:30  -  8:44,9:30  -  9:44,10:30  -  10:44"
10:30  -  10:44,82536066,Copperbelt,Ndola,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Refusal [Do not show],Yes,25 – 34,",8:30  -  8:44,9:30  -  9:44,10:30  -  10:44"
9:30  -  9:44,82624379,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 26,320   -  K 29,689",Yes,35 – 44,",9:30  -  9:44,11:00  -  11:14"
11:00  -  11:14,82624379,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 26,320   -  K 29,689",Yes,35 – 44,",9:30  -  9:44,11:00  -  11:14"
20:15  -  20:29,82626335,Copperbelt,Ndola,Urban,Male,2,None,C1,Primary school completed,Other Christian,Student,C1,Refusal [Do not show],Yes,35 – 44,",18:15  -  18:29,19:00  -  19:14,20:15  -  20:29"
