Luapula  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Luapula  Saturday
20:30  -  20:44,134704055,Luapula,Nchelenge,Urban,Male,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134704055,Luapula,Nchelenge,Urban,Male,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134704055,Luapula,Nchelenge,Urban,Male,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:15  -  8:29,134764083,Luapula,Nchelenge,Rural,Female,1,,,Primary,Christian,Employed for cash,,No Income,,15 – 18,"8:15  -  8:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:30  -  8:44,134764081,Luapula,Nchelenge,Rural,Male,2,,,Primary,Christian,Not employed,,No Income,,25 – 34,"8:30  -  8:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134704056,Luapula,Nchelenge,Urban,Female,1,,,Secondary,Christian,Not employed,,No Income,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134703218,Luapula,Nchelenge,Urban,Male,1,,,Primary,Christian,Employed for cash,,No Income,,35 – 44,"8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134626436,Luapula,Nchelenge,Rural,Male,2,,,Primary,Christian,Employed for cash,,No Income,,35 – 44,"20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134626437,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,45+,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,134629196,Luapula,Nchelenge,Rural,Female,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"12:15  -  12:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,134655014,Luapula,Nchelenge,Rural,Female,1,,,Primary,Christian,Employed for cash,,No Income,,25 – 34,"7:30  -  7:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134655015,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,45+,"6:00  -  6:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,134655015,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,45+,"6:00  -  6:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:30  -  5:44,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:30  -  4:44,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
0:30  -  0:44,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:15  -  4:29,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
0:15  -  0:29,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:45  -  5:59,134655016,Luapula,Nchelenge,Rural,Male,1,,,Secondary,Christian,Employed for cash,,No Income,,25 – 34,"4:15  -  4:29,4:30  -  4:44,5:30  -  5:44,5:45  -  5:59,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,0:15  -  0:29,0:30  -  0:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,134666746,Luapula,Nchelenge,Rural,Female,1,,,Other (specify) …….,Christian,Don’t know/refuse,,No Income,,15 – 18,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134666746,Luapula,Nchelenge,Rural,Female,1,,,Other (specify) …….,Christian,Don’t know/refuse,,No Income,,15 – 18,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134666746,Luapula,Nchelenge,Rural,Female,1,,,Other (specify) …….,Christian,Don’t know/refuse,,No Income,,15 – 18,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134666746,Luapula,Nchelenge,Rural,Female,1,,,Other (specify) …….,Christian,Don’t know/refuse,,No Income,,15 – 18,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134666746,Luapula,Nchelenge,Rural,Female,1,,,Other (specify) …….,Christian,Don’t know/refuse,,No Income,,15 – 18,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134666746,Luapula,Nchelenge,Rural,Female,1,,,Other (specify) …….,Christian,Don’t know/refuse,,No Income,,15 – 18,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134669229,Luapula,Nchelenge,Rural,Female,1,,,Secondary,Christian,Not employed,,No Income,,25 – 34,"9:30  -  9:44,10:00  -  10:14,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:30  -  9:44,134669229,Luapula,Nchelenge,Rural,Female,1,,,Secondary,Christian,Not employed,,No Income,,25 – 34,"9:30  -  9:44,10:00  -  10:14,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:30  -  13:44,134669229,Luapula,Nchelenge,Rural,Female,1,,,Secondary,Christian,Not employed,,No Income,,25 – 34,"9:30  -  9:44,10:00  -  10:14,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134693918,Luapula,Nchelenge,Rural,Female,2,,,Primary,Christian,Not employed,,No Income,,15 – 18,"18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,134749668,Luapula,Nchelenge,Rural,Male,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"8:15  -  8:29,10:30  -  10:44,14:00  -  14:14,16:45  -  16:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:45  -  16:59,134749668,Luapula,Nchelenge,Rural,Male,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"8:15  -  8:29,10:30  -  10:44,14:00  -  14:14,16:45  -  16:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,134749668,Luapula,Nchelenge,Rural,Male,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"8:15  -  8:29,10:30  -  10:44,14:00  -  14:14,16:45  -  16:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:15  -  8:29,134749668,Luapula,Nchelenge,Rural,Male,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"8:15  -  8:29,10:30  -  10:44,14:00  -  14:14,16:45  -  16:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
