Komboni  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Komboni  Saturday
6:00  -  6:14,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
6:45  -  6:59,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
7:15  -  7:29,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
7:30  -  7:44,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
7:45  -  7:59,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
8:15  -  8:29,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
8:30  -  8:44,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
8:45  -  8:59,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
9:30  -  9:44,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
10:00  -  10:14,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
9:00  -  9:14,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
6:15  -  6:29,60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29"
8:00  -  8:14,60543026,Lusaka,Lusaka,Urban,Male,1,None,C1,University completed,Anglican/Protestant,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
7:00  -  7:14,60543026,Lusaka,Lusaka,Urban,Male,1,None,C1,University completed,Anglican/Protestant,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
7:15  -  7:29,60543026,Lusaka,Lusaka,Urban,Male,1,None,C1,University completed,Anglican/Protestant,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
7:45  -  7:59,60543026,Lusaka,Lusaka,Urban,Male,1,None,C1,University completed,Anglican/Protestant,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
7:30  -  7:44,60543026,Lusaka,Lusaka,Urban,Male,1,None,C1,University completed,Anglican/Protestant,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
15:00  -  15:14,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
12:30  -  12:44,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
13:45  -  13:59,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
13:30  -  13:44,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
14:00  -  14:14,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
14:30  -  14:44,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
12:15  -  12:29,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
13:15  -  13:29,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
12:45  -  12:59,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
13:00  -  13:14,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
14:15  -  14:29,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
14:45  -  14:59,60558638,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,25 – 34,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
0:45  -  0:59,60562093,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,19 – 24,"11:00  -  11:14,0:45  -  0:59"
11:00  -  11:14,60562093,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,19 – 24,"11:00  -  11:14,0:45  -  0:59"
21:45  -  21:59,60562095,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,No,15 – 18,"19:00  -  19:14,21:45  -  21:59"
19:00  -  19:14,60562095,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,No,15 – 18,"19:00  -  19:14,21:45  -  21:59"
8:00  -  8:14,60562096,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,15 – 18,"8:00  -  8:14,11:45  -  11:59"
11:45  -  11:59,60562096,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,15 – 18,"8:00  -  8:14,11:45  -  11:59"
8:30  -  8:44,60562098,Lusaka,Kafue,Urban,Female,1,None,C1,Some primary school,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,35 – 44,"6:00  -  6:14,8:30  -  8:44"
6:00  -  6:14,60562098,Lusaka,Kafue,Urban,Female,1,None,C1,Some primary school,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,35 – 44,"6:00  -  6:14,8:30  -  8:44"
17:15  -  17:29,60562100,Lusaka,Kafue,Urban,Male,0,None,AB,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,"16:00  -  16:14,17:15  -  17:29"
16:00  -  16:14,60562100,Lusaka,Kafue,Urban,Male,0,None,AB,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,"16:00  -  16:14,17:15  -  17:29"
18:30  -  18:44,60566079,Lusaka,Lusaka,Urban,Female,1,None,D,Some primary school,Other Christian,Working Part-Time,Do not know,No Income,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:00  -  18:14,60566079,Lusaka,Lusaka,Urban,Female,1,None,D,Some primary school,Other Christian,Working Part-Time,Do not know,No Income,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:45  -  18:59,60566079,Lusaka,Lusaka,Urban,Female,1,None,D,Some primary school,Other Christian,Working Part-Time,Do not know,No Income,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:15  -  18:29,60566079,Lusaka,Lusaka,Urban,Female,1,None,D,Some primary school,Other Christian,Working Part-Time,Do not know,No Income,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
9:15  -  9:29,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
8:00  -  8:14,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
9:45  -  9:59,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:15  -  10:29,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:30  -  11:44,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:15  -  11:29,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
8:45  -  8:59,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:00  -  10:14,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
8:15  -  8:29,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
8:30  -  8:44,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:45  -  11:59,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
9:00  -  9:14,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:00  -  11:14,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:45  -  10:59,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:30  -  10:44,60567063,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
9:15  -  9:29,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:00  -  8:14,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:45  -  9:59,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
7:00  -  7:14,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
7:15  -  7:29,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:45  -  8:59,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:15  -  8:29,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:30  -  9:44,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
7:45  -  7:59,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:30  -  8:44,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:00  -  9:14,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
7:30  -  7:44,60616146,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
