,African Movie Channel AMC  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African Movie Channel AMC  Yesterday
244,17:45  -  17:59,60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
245,9:15  -  9:29,60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
246,10:00  -  10:14,60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
247,14:30  -  14:44,60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
248,14:15  -  14:29,60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
249,17:30  -  17:44,60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
250,14:45  -  14:59,60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
251,12:45  -  12:59,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
252,11:15  -  11:29,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
253,12:15  -  12:29,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
254,12:30  -  12:44,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
255,10:30  -  10:44,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
256,11:30  -  11:44,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
257,11:45  -  11:59,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
258,13:00  -  13:14,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
259,13:15  -  13:29,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
260,11:00  -  11:14,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
261,13:30  -  13:44,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
262,10:45  -  10:59,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
263,12:00  -  12:14,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
264,10:00  -  10:14,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
265,10:15  -  10:29,60669406,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
266,12:45  -  12:59,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
267,11:15  -  11:29,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
268,13:45  -  13:59,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
269,14:00  -  14:14,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
270,12:30  -  12:44,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
271,14:30  -  14:44,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
272,11:30  -  11:44,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
273,14:15  -  14:29,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
274,11:45  -  11:59,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
275,13:00  -  13:14,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
276,15:00  -  15:14,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
277,13:15  -  13:29,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
278,13:30  -  13:44,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
279,12:00  -  12:14,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
280,14:45  -  14:59,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
281,12:15  -  12:29,60670888,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+,"11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
282,19:45  -  19:59,60748702,Southern,Mazabuka,Rural,Female,1,None,C2,Completed high School,Other Christian,Working Part-Time,D,Under K 849,Yes,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
283,20:15  -  20:29,60748702,Southern,Mazabuka,Rural,Female,1,None,C2,Completed high School,Other Christian,Working Part-Time,D,Under K 849,Yes,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
284,20:00  -  20:14,60748702,Southern,Mazabuka,Rural,Female,1,None,C2,Completed high School,Other Christian,Working Part-Time,D,Under K 849,Yes,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
285,19:30  -  19:44,60748702,Southern,Mazabuka,Rural,Female,1,None,C2,Completed high School,Other Christian,Working Part-Time,D,Under K 849,Yes,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
286,17:15  -  17:29,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
287,16:45  -  16:59,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
288,14:00  -  14:14,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
289,18:15  -  18:29,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
290,15:30  -  15:44,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
291,18:30  -  18:44,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
292,15:45  -  15:59,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
293,18:45  -  18:59,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
294,17:00  -  17:14,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
295,18:00  -  18:14,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
296,16:15  -  16:29,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
297,15:15  -  15:29,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
