,Emmanuel TV  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Saturday
266,8:30  -  8:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
267,9:45  -  9:59,82267632,Copperbelt,Ndola,Urban,Male,2,Two or More,C2,Some university,Other Christian,Student,C2,Do not know,Yes,25 – 34,9:45  -  9:59
268,13:45  -  13:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
269,6:00  -  6:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
270,15:45  -  15:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
271,13:00  -  13:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
272,10:30  -  10:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
273,9:45  -  9:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
274,14:45  -  14:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
275,7:30  -  7:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
276,11:30  -  11:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
277,7:00  -  7:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
278,17:30  -  17:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
279,6:15  -  6:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
280,6:30  -  6:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
281,7:45  -  7:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
282,6:45  -  6:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
283,9:00  -  9:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
284,12:15  -  12:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
285,7:15  -  7:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
286,16:30  -  16:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
287,8:15  -  8:29,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
288,8:00  -  8:14,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
289,8:30  -  8:44,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
290,9:45  -  9:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
291,9:30  -  9:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
292,9:15  -  9:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
293,10:45  -  10:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
294,9:00  -  9:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
295,10:15  -  10:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
296,10:00  -  10:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
297,10:30  -  10:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
298,9:30  -  9:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
299,6:00  -  6:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
300,10:15  -  10:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
301,10:30  -  10:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
302,9:45  -  9:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
303,7:30  -  7:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
304,10:00  -  10:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
305,7:00  -  7:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
306,8:00  -  8:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
307,6:15  -  6:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
308,6:30  -  6:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
309,7:45  -  7:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
310,6:45  -  6:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
311,8:45  -  8:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
312,8:30  -  8:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
313,9:15  -  9:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
314,9:00  -  9:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
315,8:15  -  8:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
316,7:15  -  7:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
317,9:45  -  9:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
318,12:45  -  12:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
319,11:00  -  11:14,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
320,8:45  -  8:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
321,19:00  -  19:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
322,18:00  -  18:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
323,19:15  -  19:29,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
324,19:30  -  19:44,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
325,18:45  -  18:59,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
326,18:15  -  18:29,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
