,Emmanuel TV  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Sunday
276,13:00  -  13:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
277,10:30  -  10:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
278,9:45  -  9:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
279,14:45  -  14:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
280,7:30  -  7:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
281,11:30  -  11:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
282,7:00  -  7:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
283,17:30  -  17:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
284,6:15  -  6:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
285,6:30  -  6:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
286,7:45  -  7:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
287,6:45  -  6:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
288,9:00  -  9:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
289,12:15  -  12:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
290,7:15  -  7:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
291,16:30  -  16:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
292,8:15  -  8:29,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
293,8:00  -  8:14,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
294,8:30  -  8:44,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
295,9:45  -  9:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
296,9:30  -  9:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
297,9:15  -  9:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
298,10:45  -  10:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
299,9:00  -  9:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
300,10:15  -  10:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
301,10:00  -  10:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
302,10:30  -  10:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
303,9:30  -  9:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
304,6:00  -  6:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
305,10:15  -  10:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
306,10:30  -  10:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
307,9:45  -  9:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
308,7:30  -  7:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
309,10:00  -  10:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
310,7:00  -  7:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
311,8:00  -  8:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
312,6:15  -  6:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
313,6:30  -  6:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
314,7:45  -  7:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
315,6:45  -  6:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
316,8:45  -  8:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
317,8:30  -  8:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
318,9:15  -  9:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
319,9:00  -  9:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
320,8:15  -  8:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
321,7:15  -  7:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
322,9:45  -  9:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
323,12:45  -  12:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
324,11:00  -  11:14,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
325,8:45  -  8:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
326,19:00  -  19:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
327,18:00  -  18:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
328,19:15  -  19:29,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
329,19:30  -  19:44,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
330,18:45  -  18:59,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
331,18:15  -  18:29,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
332,20:00  -  20:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
333,18:30  -  18:44,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
334,19:45  -  19:59,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
335,13:45  -  13:59,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
336,12:00  -  12:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
