,Zambezi Magic  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Monday
53,17:30  -  17:44,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
54,17:00  -  17:14,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
55,13:45  -  13:59,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
56,13:30  -  13:44,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
57,14:45  -  14:59,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
58,14:15  -  14:29,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
59,14:30  -  14:44,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
60,16:00  -  16:14,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
61,14:00  -  14:14,60556109,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44"
62,7:00  -  7:14,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
63,11:45  -  11:59,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
64,12:45  -  12:59,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
65,8:15  -  8:29,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
66,7:15  -  7:29,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
67,11:15  -  11:29,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
68,12:00  -  12:14,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
69,10:45  -  10:59,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
70,8:30  -  8:44,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
71,10:30  -  10:44,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
72,8:45  -  8:59,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
73,10:15  -  10:29,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
74,11:00  -  11:14,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
75,7:30  -  7:44,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
76,8:00  -  8:14,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
77,12:30  -  12:44,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
78,11:30  -  11:44,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
79,7:45  -  7:59,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
80,12:15  -  12:29,60558982,Copperbelt,Chilililabombwe,Urban,Female,2,One,AB,Completed high School,Seventh Day Adventists,Housewife,AB,"K 17,500   - K  21,370",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
81,23:15  -  23:29,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
82,22:15  -  22:29,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
83,22:45  -  22:59,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
84,21:45  -  21:59,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
85,23:30  -  23:44,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
86,22:00  -  22:14,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
87,21:15  -  21:29,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
88,22:30  -  22:44,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
89,23:00  -  23:14,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
90,21:00  -  21:14,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
91,21:30  -  21:44,60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44"
92,19:30  -  19:44,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
93,19:45  -  19:59,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
94,21:45  -  21:59,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
95,20:00  -  20:14,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
96,20:30  -  20:44,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
97,22:00  -  22:14,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
98,20:45  -  20:59,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
99,21:15  -  21:29,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
100,19:00  -  19:14,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
101,20:15  -  20:29,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
102,21:30  -  21:44,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
103,21:00  -  21:14,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
104,19:15  -  19:29,60650165,Copperbelt,Chilililabombwe,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C1,K 850-K 1674,Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
105,13:00  -  13:14,82005311,Southern,Livingstone,Urban,Female,1,One,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,"K 1675- K2,499",Yes,25 – 34,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29"
