,Emmanuel TV  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Monday
253,18:00  -  18:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
254,9:00  -  9:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
255,8:15  -  8:29,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
256,13:15  -  13:29,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
257,10:00  -  10:14,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
258,10:15  -  10:29,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
259,10:45  -  10:59,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
260,10:30  -  10:44,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
261,14:00  -  14:14,82363056,Southern,Livingstone,Urban,Female,1,None,DE,Completed high School,Other Christian,Self employed,D,Under K 849,No,25 – 34,"14:00  -  14:14,14:30  -  14:44"
262,14:30  -  14:44,82363056,Southern,Livingstone,Urban,Female,1,None,DE,Completed high School,Other Christian,Self employed,D,Under K 849,No,25 – 34,"14:00  -  14:14,14:30  -  14:44"
