SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range
60685720,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44
60689747,Lusaka,Lusaka district,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,Under K 849,Yes,25 – 34
60689748,Lusaka,Lusaka district,Urban,Male,1,Two or More,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34
60689992,Lusaka,Lusaka district,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34
60689995,Lusaka,Lusaka district,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,25 – 34
60706990,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24
60709856,Copperbelt,Mufulira,Urban,Male,1,None,AB,University completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,25 – 34
60712973,Copperbelt,Chingola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,Yes,19 – 24
60713033,Copperbelt,Kitwe,Urban,Male,1,None,AB,Completed high School,Others,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24
60713034,Copperbelt,Kitwe,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44
60719884,Central,Kabwe,Urban,Female,1,Two or More,AB,University completed,Roman Catholic,Student,C2,Do not know,Yes,25 – 34
60719887,Central,Kabwe,Urban,Male,1,One,AB,Completed high School,Anglican/Protestant,Working Full-Time,Do not know,K 850-K 1674,Yes,19 – 24
60724803,Lusaka,Lusaka district,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24
60724807,Lusaka,Lusaka district,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+
60724808,Lusaka,Lusaka district,Urban,Male,1,None,AB,Some university,Seventh Day Adventists,Student,Do not know,No Income,Yes,19 – 24
60724809,Lusaka,Lusaka district,Urban,Female,1,One,AB,Some high school,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24
60724810,Lusaka,Lusaka district,Urban,Male,1,One,AB,Some university,Seventh Day Adventists,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24
60727077,Southern,Livingstone,Urban,Female,1,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60730748,Lusaka,Lusaka district,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24
60730749,Lusaka,Lusaka district,Urban,Female,1,None,AB,Completed high School,Others,Self employed,C2,K 850-K 1674,Yes,25 – 34
60730750,Lusaka,Lusaka district,Urban,Male,1,One,AB,Some high school,Others,Student,C2,No Income,Yes,15 – 18
60743839,Copperbelt,Kitwe,Urban,Male,0,None,AB,Completed high School,Seventh Day Adventists,Student,C1,"K 2,500   -  K 3,154",Yes,25 – 34
60745443,Copperbelt,Ndola,Urban,Female,0,Two or More,AB,University completed,Other Christian,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60745449,Copperbelt,Ndola,Urban,Male,1,None,AB,Completed high School,Others,Unemployed [NOT SEEKING A JOB],C2,Under K 849,No,19 – 24
60745884,Central,Chibombo,Urban,Male,1,None,AB,Completed high School,Other Christian,Student,C1,Under K 849,Yes,19 – 24
60746449,Copperbelt,Mufulira,Rural,Male,1,None,AB,Any other post-high school qualification,Anglican/Protestant,Working Full-Time,Do not know,Do not know,Yes,19 – 24
60752643,Lusaka,Kafue,Urban,Female,1,One,AB,Completed high School,Roman Catholic,Working Full-Time,C2,No Income,Yes,25 – 34
60755121,Northern,Kasama,Urban,Male,1,One,AB,Any other post-high school qualification,Other Christian,Working Full-Time,Do not know,Do not know,Yes,25 – 34
60755602,Central,Kabwe,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44
60757629,North-Western,Solwezi,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,25 – 34
60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60763915,Lusaka,Lusaka district,Urban,Female,2,One,AB,Some university,Others,Self employed,C1,K 850-K 1674,Yes,25 – 34
60763917,Lusaka,Lusaka district,Urban,Female,1,One,AB,Some university,Others,Self employed,C2,Under K 849,Yes,25 – 34
60763918,Lusaka,Lusaka district,Urban,Female,1,One,AB,Some university,Seventh Day Adventists,Student,C2,Under K 849,Yes,19 – 24
60763919,Lusaka,Lusaka district,Urban,Male,1,One,AB,Some high school,Seventh Day Adventists,Student,Do not know,Under K 849,Yes,15 – 18
60775076,Copperbelt,Ndola,Urban,Male,2,One,AB,University completed,Anglican/Protestant,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,25 – 34
60775373,Copperbelt,Mufulira,Urban,Female,1,Two or More,AB,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24
60775761,Copperbelt,Ndola,Rural,Female,3,One,AB,Some high school,Roman Catholic,Housewife,C1,K 850-K 1674,Yes,25 – 34
60776183,Copperbelt,Luanshya,Urban,Female,1,None,AB,Some university,Anglican/Protestant,Student,C2,"K 2,500   -  K 3,154",Yes,19 – 24
60776591,Copperbelt,Mufulira,Urban,Male,0,None,AB,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,No Income,Yes,35 – 44
60779100,Copperbelt,Mufulira,Urban,Male,1,None,AB,Completed high School,Other Christian,Student,Do not know,No Income,No,25 – 34
60779443,Copperbelt,Luanshya,Urban,Female,3,None,AB,University completed,Seventh Day Adventists,Unemployed [SEEKING A JOB],C2,"K 17,500   - K  21,370",Yes,25 – 34
60781399,Copperbelt,Chingola,Urban,Male,2,None,AB,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,45+
60781400,Copperbelt,Chingola,Urban,Female,2,None,AB,Some university,Other Christian,Working Full-Time,Do not know,No Income,Yes,25 – 34
60782407,Copperbelt,Luanshya,Urban,Male,1,Two or More,AB,Some high school,Anglican/Protestant,Student,C1,"K 5,365  -  K 6,102",Yes,15 – 18
60785657,Copperbelt,Chingola,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,25 – 34
60826815,Lusaka,Lusaka district,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60831230,Lusaka,Lusaka district,Urban,Female,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 3,891  -  K 4,627",Yes,25 – 34
60832260,Lusaka,Lusaka district,Urban,Male,1,None,AB,Some university,Roman Catholic,Student,Do not know,No Income,Yes,25 – 34
60832261,Lusaka,Lusaka district,Urban,Female,1,None,AB,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,15 – 18
60845425,Central,Kabwe,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,Do not know,"K 4,628   -  K 5,364",Yes,25 – 34
60845428,Central,Kabwe,Urban,Male,0,None,AB,Some university,Other Christian,Self employed,Do not know,K 850-K 1674,Yes,19 – 24
60845432,Central,Kabwe,Urban,Male,2,None,AB,Some university,Other Christian,Working Full-Time,Do not know,"K 2,500   -  K 3,154",Yes,19 – 24
60845446,Central,Kabwe,Urban,Male,1,One,AB,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24
60845878,North-Western,Solwezi,Urban,Male,2,One,AB,University completed,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,35 – 44
60845879,North-Western,Solwezi,Urban,Female,1,One,AB,University completed,Seventh Day Adventists,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,25 – 34
60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44
60848822,Copperbelt,Kitwe,Urban,Male,3,None,AB,Some university,Other Christian,Working Full-Time,C2,Under K 849,Yes,25 – 34
60877285,Central,Kabwe,Urban,Female,1,One,AB,Some university,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24
82003831,Southern,Livingstone,Urban,Female,1,None,AB,Some university,Other Christian,Student,AB,Under K 849,Yes,19 – 24
82005311,Southern,Livingstone,Urban,Female,1,One,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,"K 1675- K2,499",Yes,25 – 34
82006682,Eastern,Chipata,Rural,Male,1,None,AB,Completed high School,Other Christian,Student,AB,Under K 849,Yes,19 – 24
82008677,Southern,Livingstone,Urban,Female,0,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 3,891  -  K 4,627",Yes,35 – 44
82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44
82024077,Southern,Livingstone,Urban,Male,1,One,AB, ,Other Christian,Working Full-Time,AB,Refusal [Do not show],Yes,35 – 44
82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44
82033090,Eastern,Chipata,Rural,Female,1,None,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,Under K 849,No,19 – 24
82033096,Eastern,Chipata,Rural,Male,1,None,AB,Some university,Other Christian,Other (specify),AB,Refusal [Do not show],Yes,25 – 34
82094391,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,19 – 24
82105047,Copperbelt,Ndola,Urban,Female,1,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 6,103   -  K 7,892",Yes,25 – 34
82111079,North-Western,Solwezi,Urban,Female,1,One,AB,Completed high School,Other Christian,A housewife/househusband,AB,"K 7,893 -  K 11,261",Yes,25 – 34
82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44
82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34
82188825,Copperbelt,Ndola,Urban,Male,1,One,AB,University completed,Other Christian,A business owner,AB,"K 6,103   -  K 7,892",Yes,35 – 44
82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44
82205274,Copperbelt,Kitwe,Urban,Male,3,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 14,632 -  K 17,499",Yes,35 – 44
82209675,Copperbelt,Ndola,Urban,Male,1,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,25 – 34
82210551,Eastern,Chipata,Rural,Female,1,None,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,Do not know,Yes,19 – 24
82269324,North-Western,Solwezi,Urban,Female,1,None,AB,Completed high School,Other Christian,Self employed,AB,K 850-K 1674,Yes,25 – 34
82271219,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34
82278963,Copperbelt,Kitwe,Urban,Male,1,One,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,Under K 849,Yes,19 – 24
82279690,Copperbelt,Ndola,Urban,Male,1,None,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,Refusal [Do not show],Yes,19 – 24
82282381,North-Western,Solwezi,Rural,Male,1,None,AB,Some university,Other Christian,Self employed,AB,"K 3,891  -  K 4,627",Yes,25 – 34
82288535,North-Western,Solwezi,Rural,Male,2,None,AB,Some university,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44
82291610,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 21,371   -  K 26,319",Yes,35 – 44
82363576,Copperbelt,Kitwe,Urban,Female,1,None,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,K 850-K 1674,Yes,19 – 24
82377081,Copperbelt,Ndola,Urban,Male,1,None,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],AB,Refusal [Do not show],Yes,19 – 24
82378693,Copperbelt,Kitwe,Urban,Male,3,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34
82378694,Copperbelt,Kitwe,Urban,Male,3,One,AB,Some university,Other Christian,A business owner,AB,"K 7,893 -  K 11,261",Yes,25 – 34
82449714,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Muslim,Self employed,AB,"K 14,632 -  K 17,499",Yes,35 – 44
82460105,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34
82462232,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34
82470052,Copperbelt,Ndola,Urban,Male,1,None,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34
82470053,Copperbelt,Ndola,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,25 – 34
82546841,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34
82620244,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34
82624379,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 26,320   -  K 29,689",Yes,35 – 44
134846717,Northern,Kasama,Urban,Female,0,,AB,Secondary,Christian,Employed for cash,AB,"K 17,500   - K  21,370",,25 – 34
134701949,Central,Serenje,Rural,Female,0,,AB,No formal education,Christian,Not employed,AB,"K 17,500   - K  21,370",,35 – 44
134876928,Central,Mkushi,Rural,Male,0,,AB,Tertiary,Christian,Not employed,AB,"K 17,500   - K  21,370",,25 – 34
135084022,Central,Kapiri Mposhi,Rural,Female,0,,AB,Secondary,Christian,Not employed,AB,"K 17,500   - K  21,370",,25 – 34
134922172,Western,Mongu,Rural,Male,0,,AB,Secondary,Christian,Not employed,AB,"K 29,690    -  K 34,999",,19 – 24
60457317,Lusaka,Kafue,Urban,Female,3,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],No Income,No Income,No,19 – 24
60478902,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,19 – 24
60492139,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Housewife,D,Under K 849,Yes,19 – 24
60492140,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60492141,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34
60492142,Lusaka,Lusaka district,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24
60492143,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Roman Catholic,Self employed,D,K 850-K 1674,Yes,25 – 34
60498424,Muchinga,Nakonde,Urban,Female,3,None,C1,Some high school,Anglican/Protestant,Housewife,Do not know,Do not know,Yes,19 – 24
60498425,Muchinga,Nakonde,Urban,Female,2,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24
60505620,Lusaka,Kafue,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,45+
60506416,Muchinga,Nakonde,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,D,Under K 849,Yes,25 – 34
60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+
60506418,Muchinga,Nakonde,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,25 – 34
60510231,Muchinga,Nakonde,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24
60513115,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Self employed,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60514497,North-Western,Solwezi,Urban,Female,2,None,C1,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",Yes,25 – 34
60514498,North-Western,Solwezi,Urban,Female,1,None,C1,Some university,Other Christian,Self employed,D,"K 1675- K2,499",Yes,19 – 24
60514730,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,25 – 34
60514732,Central,Kapiri Mposhi,Urban,Female,1,None,C1,University completed,Other Christian,Working Part-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60514733,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Some high school,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34
60514734,Central,Kapiri Mposhi,Urban,Female,1,One,C1,Some high school,Other Christian,Housewife,C2,No Income,Yes,25 – 34
60515239,Central,Mkushi,Urban,Female,0,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 2,500   -  K 3,154",Yes,19 – 24
60515243,Central,Mkushi,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60515246,Central,Mkushi,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Unemployed [NOT SEEKING A JOB],No Income,"K 3,891  -  K 4,627",Yes,19 – 24
60515348,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Seventh Day Adventists,Student,C2,Under K 849,Yes,19 – 24
60515349,Lusaka,Lusaka district,Urban,Male,2,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,Yes,25 – 34
60515728,Central,Chibombo,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,19 – 24
60516536,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Self employed,D,K 850-K 1674,Yes,25 – 34
60516537,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],D,Do not know,Yes,19 – 24
