SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
60704851,"Radio Christian Voice,EvelynHone,Hot FM,Komboni,Phoenix,Power,Q FM,Radio 1,Radio 2,", ,"5FM,BBC,Joy,Radio 4,Radio Christian Voice,Rise,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,","5FM,BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4",None,None,Komboni,Komboni
60704852,"Komboni,Q FM,Radio 1,Radio 4,", ,"5FM,Ama,BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Kafue,One Love,Phoenix,Power,Radio 2,Radio Christian Voice,Rise,Rock FM,Roots,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","5FM,Ama,BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Kafue,Komboni,One Love,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,Roots,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,",None,Komboni,None,"5FM,Ama,BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Kafue,Komboni,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,Roots,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC"
60704853,"5FM,BBC,Radio Christian Voice,Hot FM,Joy,Komboni,One Love,Power,Q FM,Radio 1,", ,"EvelynHone,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,One Love,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC",Komboni,Komboni,Komboni,"BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,One Love,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,Radio 4,ZNBC MUSIC"
60705089,"Breeze,Feel Free,Maria,Radio 1,Radio 2,", ,"Q FM,Radio 1,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,Radio 1","Breeze,Radio 1","Breeze,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,Radio 1"
60705414,"Flava FM,Icengelo,Kokoliko,Radio 1,Sun,Other Specify,",ngoma radio,"Baptist Faith,BBC,Chimwemwe,Jive,Parliament,Phoenix,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,","Chimwemwe,Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,{0}","Flava FM,Radio 1","Flava FM,Icengelo,Radio 1,Radio 2,Sun,{0}","Chimwemwe,Flava FM,Icengelo,Radio 1,Radio 2,Sun,{0}","Chimwemwe,Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,{0}"
60705591,"Icengelo,", ,"Radio 1,Radio 4,","Icengelo,Radio 1,",Radio 1,"Icengelo,Radio 1","Icengelo,Radio 1","Icengelo,Radio 1"
60706070,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,", ,"Phoenix,Q FM,Radio Christian Voice,","Flava FM,Icengelo,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",None,None,None,None
60706523,"Chimwemwe,Icengelo,Radio 1,Radio 4,Other Specify,",Ngoma radio,"BBC,Flava FM,Phoenix,Radio Christian Voice,Sun,","Chimwemwe,Icengelo,Radio 1,Radio 4,{0}",None,{0},"Icengelo,{0}","Chimwemwe,Icengelo,Radio 1,Radio 4,{0}"
60706990,"5FM,Radio Christian Voice,Hot FM,Komboni,Millennium,Pan African,Q FM,Radio 1,Radio 2,Radio 4,", ,"EvelynHone,One Love,Phoenix,Power,Radio Christian Voice,Rock FM,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,","Hot FM,Komboni,Millennium,Q FM,Rock FM",Komboni,"Hot FM,Komboni,Millennium,Rock FM","Hot FM,Komboni,Millennium,Q FM,Rock FM","Hot FM,Komboni,Millennium,Q FM,Rock FM"
60706991,"Hot FM,Komboni,Phoenix,Q FM,Rock FM,", ,"Radio Christian Voice,EvelynHone,Joy,Millennium,One Love,Pan African,Power,Radio 1,Radio Christian Voice,UNZA Radio,Radio 1,Radio 2,Radio 4,","Hot FM,Komboni,Power,Radio Christian Voice,Rock FM",Komboni,"Hot FM,Komboni,Radio Christian Voice,Rock FM","Hot FM,Komboni,Power,Radio Christian Voice,Rock FM","Hot FM,Komboni,Power,Radio Christian Voice,Rock FM"
60707103,"Chimwemwe,Icengelo,", ,"Kokoliko,Radio 1,Radio 2,",Icengelo,None,Icengelo,Icengelo,Icengelo
60707458,"Breeze,Feel Free,Maria,Radio 1,", ,"Mphangwe,PASME,Q FM,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,Radio 4,Radio 1,","Breeze,Radio 1,Radio 1","Breeze,Maria,Radio 1,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,Radio 4,ZNBC 0","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,Radio 4,Radio 1"
60707797,"Kokoliko,Radio 1,Radio 4,", ,"BBC,Chimwemwe,Flava FM,Icengelo,Rise FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","Flava FM,Icengelo,Kokoliko,Radio 1,Radio 4,Rise FM,Radio 1,Radio 2,Radio 4",Kokoliko,"Kokoliko,Radio 1,Rise FM,ZNBC 0","Flava FM,Icengelo,Kokoliko,Radio 1,Radio 4,Rise FM,Radio 1,Radio 2,ZNBC 3","Flava FM,Icengelo,Kokoliko,Radio 1,Radio 4,Rise FM,Radio 1,Radio 2,Radio 4"
60707843,"Flava FM,Icengelo,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar,", ,"None,","Flava FM,Icengelo,Q FM,Radio 1,Radio 2,Radio 4,Yar",None,Flava FM,"Flava FM,Q FM,Radio 4,Yar","Flava FM,Icengelo,Q FM,Radio 1,Radio 2,Radio 4,Yar"
60707844,"BBC,Icengelo,Q FM,Sun,Yar,", ,"None,","BBC,Icengelo,Q FM,Sun,Yar",Yar,"BBC,Q FM,Sun,Yar","BBC,Icengelo,Q FM,Sun,Yar","BBC,Icengelo,Q FM,Sun,Yar"
60707845,"Icengelo,Jive,Radio Christian Voice,Yar,", ,"None,","Icengelo,Jive,Radio Christian Voice,Yar,",None,None,None,None
60708279,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar,", ,"None,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60708284,"Icengelo,", ,"Baptist Faith,Phoenix,Radio 1,Radio 2,","Baptist Faith,Icengelo,Phoenix,Radio 1,Radio 2",None,None,None,None
60708515,"PASME,Petauke Explorers,", ,"BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice","PASME,Radio 1","PASME,Petauke Explorers","BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 1","BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60708516,"Breeze,Maria,Mphangwe,PASME,Petauke Explorers,", ,"BBC,Chikaya,Feel Free,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Petauke Explorers,Petauke Explorers,"Breeze,Maria,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio 3","BBC,Breeze,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2"
60708517,"Maria,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,", ,"Breeze,Mphangwe,Q FM,Radio Christian Voice,","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio 4,","Petauke Explorers,Radio 1","Maria,PASME,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Radio 1"
60708518,"Maria,Mphangwe,PASME,Petauke Explorers,", ,"BBC,Breeze,Feel Free,Parliament,Radio 1,Radio Christian Voice,Valley,","BBC,Breeze,Maria,PASME,Petauke Explorers,Radio 1,",None,"Breeze,PASME,Radio 1","BBC,Breeze,Maria,PASME,Petauke Explorers,Radio 1","BBC,Breeze,Maria,PASME,Petauke Explorers,Radio 1"
60709320,"Chimwemwe,Icengelo,Phoenix,Sun,", ,"Jive,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,",None,"Chimwemwe,Sun","Chimwemwe,Sun","Chimwemwe,Icengelo,Phoenix,Radio 4,Radio Christian Voice,Sun"
60709856,"Flava FM,Icengelo,Kokoliko,Parliament,Radio Christian Voice,Yar,", ,"BBC,Chimwemwe,Jive,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Sun,Radio 1,Radio 2,Radio 4,","Flava FM,Icengelo,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun","Radio 4,Radio Christian Voice","Flava FM,Icengelo,Radio 4,Radio Christian Voice","Flava FM,Icengelo,Radio 4,Radio Christian Voice","Flava FM,Icengelo,Radio 4,Radio Christian Voice"
60709863,"Icengelo,", ,"Baptist Faith,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar,Radio 1,","Baptist Faith,Radio Christian Voice,",None,None,None,"Baptist Faith,Radio Christian Voice"
60710335,"Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar,", ,"don’t know,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60710946,"PASME,Petauke Explorers,Radio 1,", ,"BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,Q FM,Radio 2,Radio 4,Radio Christian Voice,","BBC,Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2",Radio 1,"Petauke Explorers,Radio 1","BBC,Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 1","BBC,Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2"
60711133,"Chimwemwe,Icengelo,Radio 1,Radio 2,Sun,Other Specify,",ngoma radio,"Phoenix,Radio Christian Voice,Radio Mpongwe,",Sun,None,None,None,Sun
60711134,"BBC,Chimwemwe,Icengelo,Radio 1,Radio 2,Radio Christian Voice,Other Specify,",Ngoma radio,"Baptist Faith,Flava FM,Jive,Parliament,Phoenix,Radio 4,Sun,","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio Christian Voice,{0}",None,"Chimwemwe,Radio 1","Chimwemwe,Radio 1,Radio 2,Radio Christian Voice","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio Christian Voice,{0}"
60711135,"don’t know,", ,"BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Radio Mpongwe,Sun,",don’t know,None,None,None,don’t know
60711381,"Icengelo,", ,"Baptist Faith,Chimwemwe,Flava FM,Radio 1,",Radio 1,None,None,None,None
60711387,"Chimwemwe,Icengelo,Sun,", ,"Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,","Chimwemwe,Icengelo,Radio Christian Voice,Sun,Radio 1",ZNBC 0,ZNBC 0,"Chimwemwe,Icengelo","Chimwemwe,Icengelo,Radio Christian Voice,Sun,Radio 1"
60711777,"Icengelo,Radio 1,Radio 2,", ,"None,",None,,,,
60711778,"Radio 1,", ,"None,",None,,,,
60711779,"Icengelo,Phoenix,Q FM,Radio 4,Radio Christian Voice,Radio Mpongwe,Radio 1,Radio 4,", ,"None,",Radio 4,None,Radio 3,Radio 3,Radio 4
60711780,"Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 4,Radio Christian Voice,Sun,", ,"None,","Icengelo,Radio 1,Sun",None,"Icengelo,Radio 1,Sun","Icengelo,Radio 1,Sun","Icengelo,Radio 1,Sun"
60711781,"BBC,Chimwemwe,Flava FM,Radio Christian Voice,ZNBC MUSIC,", ,"None,",Chimwemwe,Chimwemwe,Chimwemwe,Chimwemwe,Chimwemwe
60711782,"Flava FM,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,ZNBC MUSIC,", ,"None,","Flava FM,Radio 4,Sun",None,"Flava FM,Sun","Flava FM,Radio 4,Sun","Flava FM,Radio 4,Sun"
60711783,"Icengelo,Phoenix,Radio 4,", ,"None,",None,,,,
60712007,"Rise FM,", ,"BBC,Icengelo,Iwave,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio Christian Voice,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","BBC,Icengelo,Kokoliko,Radio 1,Radio 2,Rise FM,Radio 1,Radio 2,",None,"BBC,Radio 1,ZNBC 0","BBC,Icengelo,Radio 1,ZNBC 0","BBC,Icengelo,Kokoliko,Radio 1,Rise FM,Radio 1"
60712336,"Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun,Other Specify,",Ngoma radio,"BBC,Flava FM,Jive,Radio Christian Voice,Radio 1,","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,{0}","Sun,{0}","Sun,{0}","Radio 1,Sun,{0}","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,{0}"
60712972,"Icengelo,Iwave,", ,"Kokoliko,Phoenix,Rise FM,","Icengelo,Iwave,Kokoliko",None,None,None,"Icengelo,Iwave,Kokoliko"
60712973,"Iwave,Kokoliko,Rise FM,", ,"Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio Christian Voice,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Rise FM","Iwave,Kokoliko,Rise FM","Iwave,Kokoliko,Rise FM","Iwave,Kokoliko,Rise FM","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Rise FM"
60712974,"Icengelo,Kokoliko,Rise FM,", ,"Iwave,Phoenix,Radio 1,Radio 2,Radio 4,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Rise FM,",None,Rise FM,"Icengelo,Kokoliko,Rise FM","Icengelo,Kokoliko,Rise FM"
60712975,"Icengelo,Kokoliko,Rise FM,", ,"Iwave,Phoenix,Radio 1,Radio 2,Radio 4,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Rise FM,",None,Kokoliko,Kokoliko,"Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Rise FM"
60712976,"Icengelo,Iwave,Kokoliko,Phoenix,Rise FM,", ,"Baptist Faith,Radio 1,Radio 2,Radio Christian Voice,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Rise FM",Kokoliko,"Iwave,Kokoliko,Rise FM","Iwave,Kokoliko,Rise FM","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Rise FM"
60712977,"Icengelo,Iwave,Kokoliko,Phoenix,Radio Christian Voice,Rise FM,", ,"Radio 1,Radio 2,Radio 4,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",None,None,None,"Icengelo,Radio 4,Radio Christian Voice"
60712978,"Icengelo,", ,"Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,",None,"Icengelo,Kokoliko","Icengelo,Kokoliko","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM"
60712979,"BBC,Icengelo,Iwave,Kokoliko,Phoenix,Radio 4,Radio Christian Voice,Rise FM,Sun,Yar,", ,"Chimwemwe,Flava FM,Parliament,Q FM,Radio 1,Radio 2,","BBC,Chimwemwe,Icengelo,Iwave,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun,Yar",Rise FM,"Iwave,Kokoliko,Sun,Yar","BBC,Chimwemwe,Icengelo,Iwave,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Radio 4,Radio Christian Voice,Rise FM,Sun,Yar","BBC,Chimwemwe,Icengelo,Iwave,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun,Yar"
60712980,"Icengelo,Kokoliko,Rise FM,", ,"Iwave,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Sun,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Rise FM,Sun",None,"Icengelo,Kokoliko,Rise FM","Icengelo,Kokoliko,Rise FM","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Rise FM,Sun"
60713030,"Icengelo,Radio 1,", ,"Flava FM,","Icengelo,Radio 1,",Icengelo,Icengelo,"Icengelo,Radio 1","Icengelo,Radio 1"
60713031,"Icengelo,Yar,", ,"Phoenix,","Icengelo,Phoenix,Yar",Icengelo,"Icengelo,Yar","Icengelo,Phoenix,Yar","Icengelo,Phoenix,Yar"
60713032,"Icengelo,Radio 4,Yar,", ,"Flava FM,","Icengelo,Radio 4,Yar",Icengelo,Icengelo,"Icengelo,Radio 3","Icengelo,Radio 4,Yar"
60713033,"Icengelo,Phoenix,Radio Christian Voice,", ,"Flava FM,Yar,","Icengelo,Phoenix,Radio Christian Voice,Yar,",None,"Icengelo,Yar","Icengelo,Yar","Icengelo,Phoenix,Radio Christian Voice,Yar"
60713034,"Icengelo,", ,"Flava FM,","Flava FM,Icengelo,",Icengelo,Icengelo,"Flava FM,Icengelo","Flava FM,Icengelo"
60713268,"Maranatha,Radio 1,Radio 2,Other Specify,",komboni,"BBC,Phoenix,Q FM,Radio 4,Radio Christian Voice,","Phoenix,Radio 1,Radio Christian Voice",None,None,"Phoenix,Radio Christian Voice","Phoenix,Radio 1,Radio Christian Voice"
60713269,"KNC,Joy,Power,Radio 1,Radio 2,Other Specify,",komboni,"5FM,BBC,Maranatha,Phoenix,Q FM,Radio Christian Voice,","KNC,{0},",None,None,"KNC,{0}","KNC,{0}"
60713270,"Phoenix,Power,Radio 1,Radio 2,Other Specify,",komboni,"Radio 4,Radio Christian Voice,","Phoenix,Radio 1,Radio 2,{0},",None,Radio 1,"Radio 1,Radio 2,{0}","Radio 1,Radio 2,{0}"
60713271,"Phoenix,Radio 1,Radio 4,Other Specify,",sun fm,"KNC,BBC,Joy,Maranatha,Q FM,Radio 2,Radio Christian Voice,","Maranatha,Radio 1,Radio 4,{0},",Radio 1,"Radio 1,{0}","Radio 1,Radio 4,{0}","Maranatha,Radio 1,Radio 4,{0}"
60713272,"5FM,Maranatha,Phoenix,Radio 1,Radio 4,", ,"Q FM,Radio 2,Radio Christian Voice,","Maranatha,Radio 1,Radio 4",None,None,"Maranatha,Radio 1,Radio 3","Maranatha,Radio 1,Radio 4"
60713273,"Phoenix,Radio 1,Radio 4,Radio Christian Voice,Radio 2,Other Specify,",komboni,"BBC,Maranatha,Q FM,Radio 2,","Phoenix,Radio 1,Radio 4,Radio Christian Voice,{0}",None,"Phoenix,Radio 1,Radio 4,{0}","Phoenix,Radio 1,Radio 4,Radio Christian Voice,{0}","Phoenix,Radio 1,Radio 4,Radio Christian Voice,{0}"
60713274,"Phoenix,Radio 1,Radio 2,Other Specify,",komboni,"Radio 4,","Phoenix,Radio 1,Radio 2,{0},",Radio 1,"Radio 1,{0}","Phoenix,Radio 1,{0}","Phoenix,Radio 1,Radio 2,{0}"
60713275,"Radio 1,Radio 2,Other Specify,",komboni,"KNC,Maranatha,Phoenix,Radio 4,Radio Christian Voice,","Maranatha,Radio 1,{0}",Radio 1,"Radio 1,{0}","Radio 1,{0}","Maranatha,Radio 1,{0}"
60713276,"Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Other Specify,",komboni,"Q FM,","Radio 1,Radio 4,{0}",Radio 1,"Radio 1,{0}","Radio 1,Radio 4,{0}","Radio 1,Radio 4,{0}"
60713726,"Flava FM,Kokoliko,Yar,", ,"BBC,Chimwemwe,Icengelo,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Flava FM,Icengelo,Kokoliko,Radio 1,Radio 2,Radio 4,Radio 1",None,None,None,None
60713732,"Hot FM,Phoenix,UNZA Radio,", ,"Radio Christian Voice,EvelynHone,Komboni,Millennium,Parliament,Power,Q FM,Radio 1,Radio 2,Radio Christian Voice,Rock FM,","Hot FM,Q FM,UNZA Radio",Hot FM,"Hot FM,Q FM,UNZA Radio","Hot FM,Q FM,UNZA Radio","Hot FM,Q FM,UNZA Radio"
60713733,"Joy,Millennium,Phoenix,Radio 1,", ,"BBC,EvelynHone,Hot FM,Komboni,One Love,Power,Q FM,Radio 2,Radio 4,Radio Christian Voice,","Joy,Millennium,Phoenix,Radio 1,",Joy,"Joy,Millennium,Phoenix,Radio 1","Joy,Millennium,Phoenix,Radio 1","Joy,Millennium,Phoenix,Radio 1"
60713734,"Millennium,Radio Christian Voice,UNZA Radio,", ,"EvelynHone,Hot FM,Komboni,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,United Voice,Yatsani, Yangeni FM,","Komboni,Radio Christian Voice,UNZA Radio","Komboni,Radio Christian Voice","Komboni,Radio Christian Voice,UNZA Radio","Komboni,Radio Christian Voice,UNZA Radio","Komboni,Radio Christian Voice,UNZA Radio"
60713735,"BBC,Radio Christian Voice,Comet 10,EvelynHone,Komboni,Radio Christian Voice,UNZA Radio,", ,"Hot FM,Joy,Millennium,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,United Voice,Yatsani, Yangeni FM,","Komboni,Radio Christian Voice,UNZA Radio",None,None,"Komboni,Radio Christian Voice,UNZA Radio","Komboni,Radio Christian Voice,UNZA Radio"
60713895,"Icengelo,Radio 1,Radio 2,", ,"Flava FM,","Icengelo,Radio 2,",Icengelo,Icengelo,"Icengelo,Radio 1","Icengelo,Radio 2"
60713934,"Breeze,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,", ,"BBC,Chikaya,Feel Free,Maria,Mphangwe,Parliament,Parliament,Q FM,Radio Christian Voice,Valley,","BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,",None,"Breeze,Petauke Explorers,Radio 1","BBC,Breeze,Maria,PASME,Petauke Explorers,Radio 1","Breeze,Maria,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4"
60714232,"Chimwemwe,Phoenix,Sun,", ,"Icengelo,Radio Christian Voice,","Chimwemwe,Icengelo,Phoenix,Radio Christian Voice,Sun",Sat,"Chimwemwe,Sun","Chimwemwe,Radio Christian Voice,Sun","Chimwemwe,Icengelo,Phoenix,Radio Christian Voice,Sun"
60715045,"Icengelo,Iwave,", ,"Flava FM,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 4,Rise FM,",Iwave,"Icengelo,Iwave,Rise FM","Icengelo,Iwave,Kokoliko,Rise FM","Icengelo,Iwave,Kokoliko,Phoenix,Radio 4,Rise FM"
60715414,"Komboni,Phoenix,", ,"Hot FM,Millennium,Power,Q FM,Radio 1,","Komboni,Millennium,Phoenix,Power,Q FM,Radio 1,",None,Komboni,"Komboni,Millennium,Phoenix,Power,Q FM,Radio 1","Komboni,Millennium,Phoenix,Power,Q FM,Radio 1"
60716559,"Phoenix,Q FM,Radio 2,Radio 4,Radio Christian Voice,Other Specify,",komboni,"BBC,Radio 1,","Phoenix,Radio 4,{0}",None,"Phoenix,{0}","Phoenix,Radio 4,{0}","Phoenix,Radio 4,{0}"
60716616,"Radio 4,", ,"BBC,Chimwemwe,Flava FM,Icengelo,Parliament,Phoenix,Q FM,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","BBC,Parliament,Radio 4",None,Radio 3,"BBC,Parliament,Radio 3","BBC,Parliament,Radio 4"
60717354,"Chimwemwe,Icengelo,Other Specify,",Ngoma radio,"BBC,Iwave,Jive,Kokoliko,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Radio Mpongwe,Yar,","Chimwemwe,Icengelo,{0}",None,None,None,"Chimwemwe,Icengelo,{0}"
60719856,"Isoka,Radio 1,Radio 2,Other Specify,",Phoniex,"BBC,Parliament,Radio Christian Voice,","BBC,Isoka,Parliament,Radio 1,Radio 2,Radio Christian Voice,{0}",Radio 1,"Isoka,Radio 1,Radio 2","Isoka,Radio 1,Radio 2","BBC,Isoka,Parliament,Radio 1,Radio 2,Radio Christian Voice,{0}"
60719857,"Isoka,Radio 1,Other Specify,",TBC and Maria,"BBC,Radio 2,Radio Christian Voice,","BBC,Isoka,Radio 1,Radio 2,Radio Christian Voice,{0},",Radio 2,"Isoka,Radio 1,Radio 2","Isoka,Radio 1,Radio 2","BBC,Isoka,Radio 1,Radio 2,Radio Christian Voice,{0}"
60719858,"Isoka,Radio 1,", ,"None,","Isoka,Radio 1,",None,"Isoka,Radio 1","Isoka,Radio 1","Isoka,Radio 1"
60719859,"Radio 1,Radio 2,", ,"Isoka,Radio Christian Voice,","Isoka,Radio 1,Radio 2,Radio Christian Voice,",None,None,Isoka,"Isoka,Radio 1,Radio 2"
60719860,"Isoka,Radio 1,", ,"Radio 2,","Isoka,Radio 1,Radio 2",None,None,Isoka,"Isoka,Radio 1,Radio 2"
60719861,"Isoka,Radio 1,Radio 2,", ,"BBC,Mpika,Muchinga,Radio 4,Radio Christian Voice,","BBC,Isoka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Radio 1,Radio 1,"Isoka,Radio 1,Radio 1","Isoka,Radio 1,Radio 2,Radio 4"
60719862,"Isoka,Other Specify,",Adonai,"BBC,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Isoka,Radio 1,{0}",Isoka,"Isoka,Radio 1,{0}","Isoka,Radio 1,{0}","Isoka,Radio 1,{0}"
