SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air
60529579,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months
60529580,Never,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never
60530085,Past 7 Days,Yesterday,Never,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Past 12 Months,Never,Never,Past 12 Months,Past 4 Weeks,Past 12 Months,Never
60530086,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Never,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months
60530176,Never,Never,Never,Never,Past 4 Weeks,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never
60531169,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
60531744,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Never,Never,Never,Past 7 Days,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Never,Never,Past 7 Days,Past 12 Months,Past 12 Months,Never,Never,Never,Past 12 Months
60531824,Never,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months
60531878,Never,Never,Never,Never,Past 4 Weeks,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60532056,Past 4 Weeks,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 12 Months,Never
60532792,Yesterday,Yesterday,Never,Never,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
60533355,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Never,Never,Yesterday,Never,Never,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never
60534190,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never
60534385,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Past 12 Months,Never
60534386,Never,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never
60534387,Yesterday,Yesterday,Never,Never,Past 12 Months,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never
60534388,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never
60534661,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60535857,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 7 Days,Past 12 Months,Past 4 Weeks,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never
60536494,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Yesterday,Never,Yesterday,Past 7 Days,Past 4 Weeks,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Past 7 Days,Never,Never,Yesterday
60536495,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months
60536496,Never,Never,Never,Never,Past 7 Days,Never,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Never,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60536662,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Never,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Past 7 Days,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60536769,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Past 4 Weeks
60536770,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Never,Past 7 Days,Yesterday
60536771,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Never,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Past 7 Days,Past 7 Days,Never,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 7 Days,Never,Past 4 Weeks
60536801,Never,Never,Past 12 Months,Never,Yesterday,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60537539,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Yesterday
60537556,Never,Never,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60537877,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never
60538019,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Yesterday,Never,Yesterday,Past 7 Days,Yesterday,Never,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Never,Past 7 Days,Yesterday,Past 4 Weeks,Past 4 Weeks,Never,Past 7 Days
60538184,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Yesterday,Past 7 Days,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Never,Yesterday,Past 12 Months,Never,Never,Never,Never
60538612,Past 12 Months,Never,Never,Never,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never
60538849,Yesterday,Past 12 Months,Never,Never,Yesterday,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Past 7 Days,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never
60539863,Past 12 Months,Yesterday,Never,Past 7 Days,Past 12 Months,Past 7 Days,Yesterday,Never,Past 12 Months,Past 7 Days,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never
60540117,Never,Past 7 Days,Never,Never,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Never,Past 4 Weeks,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Never
60540118,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Never,Past 7 Days,Past 7 Days,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months
60540119,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Yesterday,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never
60540120,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Never,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never
60540121,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Never,Never,Past 4 Weeks,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 7 Days
60540122,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months
60540123,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Yesterday,Never,Past 12 Months,Past 12 Months
60540326,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Never,Past 12 Months,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60540719,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Yesterday
60540720,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60540721,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 7 Days,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60540722,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60540723,Never,Yesterday,Past 4 Weeks,Never,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 4 Weeks
60540724,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days
60540725,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Never,Past 7 Days,Past 12 Months,Never,Past 12 Months,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months
60540726,Past 4 Weeks,Yesterday,Never,Never,Past 4 Weeks,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60540727,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60541393,Past 7 Days,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never
60541600,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Never,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60541872,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never
60541873,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60541874,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never
60541875,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Never,Past 12 Months,Never,Never,Past 4 Weeks,Past 12 Months,Never
60541876,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months
60541877,Past 4 Weeks,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Never,Never,Never
60541878,Past 7 Days,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months
60541879,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Past 7 Days,Never,Past 12 Months,Never,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never,Never,Never,Yesterday
60541904,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60542679,Past 7 Days,Yesterday,Never,Never,Yesterday,Past 7 Days,Yesterday,Never,Never,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60543022,Past 7 Days,Yesterday,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never
60543023,Past 12 Months,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months
60543024,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Never
60543025,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never
60543026,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Yesterday,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never
60543321,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Never,Never,Past 12 Months,Past 12 Months
60543322,Never,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Past 7 Days,Yesterday,Yesterday,Never,Past 12 Months,Never,Yesterday,Never,Never,Never,Never,Never,Yesterday,Never,Never
60543324,Never,Past 4 Weeks,Never,Never,Yesterday,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Past 12 Months,Never,Never,Never
60543325,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Past 12 Months,Past 4 Weeks,Never,Past 12 Months,Past 7 Days,Past 12 Months,Never,Never,Never,Never,Never,Never
60543326,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Never
60543327,Never,Yesterday,Never,Never,Yesterday,Past 4 Weeks,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Past 12 Months,Never,Never
60543328,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Never,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months
60543874,Past 7 Days,Never,Yesterday,Never,Past 12 Months,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Never,Never,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Never,Never,Never,Past 12 Months,Never,Past 4 Weeks,Never,Past 4 Weeks
60548541,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Never,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Never,Never,Never,Past 12 Months,Past 4 Weeks
