,Emmanuel TV  Tueday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Tueday
246,10:15  -  10:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
247,10:00  -  10:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
248,10:30  -  10:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
249,9:30  -  9:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
250,6:00  -  6:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
251,10:15  -  10:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
252,10:30  -  10:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
253,9:45  -  9:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
254,7:30  -  7:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
255,10:00  -  10:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
256,7:00  -  7:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
257,8:00  -  8:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
258,6:15  -  6:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
259,6:30  -  6:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
260,7:45  -  7:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
261,6:45  -  6:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
262,8:45  -  8:59,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
263,8:30  -  8:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
264,9:15  -  9:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
265,9:00  -  9:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
266,8:15  -  8:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
267,7:15  -  7:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
268,9:45  -  9:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
269,12:45  -  12:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
270,11:00  -  11:14,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
271,8:45  -  8:59,82452572,Copperbelt,Ndola,Urban,Male,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,Refusal [Do not show],Yes,19 – 24,"8:45  -  8:59,9:45  -  9:59,11:00  -  11:14,12:45  -  12:59"
272,19:00  -  19:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
273,18:00  -  18:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
274,19:15  -  19:29,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
275,19:30  -  19:44,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
276,18:45  -  18:59,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
277,18:15  -  18:29,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
278,20:00  -  20:14,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
279,18:30  -  18:44,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
280,19:45  -  19:59,82454773,Eastern,Chipata,Rural,Female,1,None,C2,Some high school,Other Christian,Do odd jobs or piece work,C2,Under K 849,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
281,13:45  -  13:59,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
282,12:00  -  12:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
283,6:00  -  6:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
284,17:00  -  17:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
285,19:45  -  19:59,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
286,10:30  -  10:44,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
287,9:45  -  9:59,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
288,16:00  -  16:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
289,19:00  -  19:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
290,11:15  -  11:29,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
291,7:30  -  7:44,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
292,14:15  -  14:29,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
293,12:45  -  12:59,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
294,15:00  -  15:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
295,6:45  -  6:59,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
296,18:00  -  18:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
297,9:00  -  9:14,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
298,8:15  -  8:29,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
299,13:15  -  13:29,82176616,Eastern,Chipata,Rural,Female,0,None,DE,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,"6:00  -  6:14,6:45  -  6:59,7:30  -  7:44,8:15  -  8:29,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:15  -  11:29,12:00  -  12:14,12:45  -  12:59,13:15  -  13:29,13:45  -  13:59,14:15  -  14:29,15:00  -  15:14,16:00  -  16:14,17:00  -  17:14,18:00  -  18:14,19:00  -  19:14,19:45  -  19:59"
300,10:00  -  10:14,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
301,10:15  -  10:29,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
302,10:45  -  10:59,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
303,10:30  -  10:44,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
304,14:00  -  14:14,82363056,Southern,Livingstone,Urban,Female,1,None,DE,Completed high School,Other Christian,Self employed,D,Under K 849,No,25 – 34,"14:00  -  14:14,14:30  -  14:44"
305,14:30  -  14:44,82363056,Southern,Livingstone,Urban,Female,1,None,DE,Completed high School,Other Christian,Self employed,D,Under K 849,No,25 – 34,"14:00  -  14:14,14:30  -  14:44"
