,Emmanuel TV  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Yesterday
62,14:00  -  14:14,60685720,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
63,13:30  -  13:44,60685720,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
64,11:45  -  11:59,60685720,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
65,10:45  -  10:59,60685720,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
66,14:30  -  14:44,60685720,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
67,13:15  -  13:29,60685720,Lusaka,Lusaka district,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
68,6:00  -  6:14,82006682,Eastern,Chipata,Rural,Male,1,None,AB,Completed high School,Other Christian,Student,AB,Under K 849,Yes,19 – 24,"6:00  -  6:14,9:00  -  9:14"
69,9:00  -  9:14,82006682,Eastern,Chipata,Rural,Male,1,None,AB,Completed high School,Other Christian,Student,AB,Under K 849,Yes,19 – 24,"6:00  -  6:14,9:00  -  9:14"
70,13:45  -  13:59,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
71,18:45  -  18:59,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
72,10:15  -  10:29,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
73,12:30  -  12:44,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
74,10:30  -  10:44,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
75,14:45  -  14:59,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
76,12:45  -  12:59,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
77,15:00  -  15:14,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
78,13:30  -  13:44,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
79,8:00  -  8:14,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
80,11:45  -  11:59,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
81,15:30  -  15:44,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
82,8:45  -  8:59,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
83,8:30  -  8:44,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
84,10:45  -  10:59,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
85,9:00  -  9:14,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
86,8:15  -  8:29,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
87,12:15  -  12:29,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
88,15:15  -  15:29,60506417,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,C2,Do not know,Yes,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:45  -  11:59,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,18:45  -  18:59"
89,6:00  -  6:14,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
90,7:30  -  7:44,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
91,6:15  -  6:29,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
92,6:30  -  6:44,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
93,7:45  -  7:59,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
94,6:45  -  6:59,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
95,7:00  -  7:14,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
96,7:15  -  7:29,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
97,12:00  -  12:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
98,18:15  -  18:29,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
99,12:30  -  12:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
100,7:30  -  7:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
101,11:30  -  11:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
102,16:45  -  16:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
103,7:00  -  7:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
104,12:45  -  12:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
105,17:30  -  17:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
106,8:00  -  8:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
107,7:45  -  7:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
108,11:45  -  11:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
109,17:45  -  17:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
110,18:00  -  18:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
111,9:00  -  9:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
112,18:30  -  18:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
113,12:15  -  12:29,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
114,7:15  -  7:29,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
115,16:30  -  16:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
