,African magic  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Yesterday
63,13:00  -  13:14,60564877,North-Western,Solwezi,Urban,Female,1,Two or More,AB,Any other post-high school qualification,Seventh Day Adventists,Retired - voluntary scholarspensioners,C2,"K 4,628   -  K 5,364",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
64,18:30  -  18:44,60564877,North-Western,Solwezi,Urban,Female,1,Two or More,AB,Any other post-high school qualification,Seventh Day Adventists,Retired - voluntary scholarspensioners,C2,"K 4,628   -  K 5,364",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
65,13:15  -  13:29,60564877,North-Western,Solwezi,Urban,Female,1,Two or More,AB,Any other post-high school qualification,Seventh Day Adventists,Retired - voluntary scholarspensioners,C2,"K 4,628   -  K 5,364",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
66,13:30  -  13:44,60564877,North-Western,Solwezi,Urban,Female,1,Two or More,AB,Any other post-high school qualification,Seventh Day Adventists,Retired - voluntary scholarspensioners,C2,"K 4,628   -  K 5,364",Yes,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
67,21:00  -  21:14,60567070,Central,Mkushi,Urban,Female,0,One,AB,Some university,Anglican/Protestant,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
68,20:45  -  20:59,60567070,Central,Mkushi,Urban,Female,0,One,AB,Some university,Anglican/Protestant,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
69,20:15  -  20:29,60567070,Central,Mkushi,Urban,Female,0,One,AB,Some university,Anglican/Protestant,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
70,20:30  -  20:44,60567070,Central,Mkushi,Urban,Female,0,One,AB,Some university,Anglican/Protestant,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
71,20:00  -  20:14,60567070,Central,Mkushi,Urban,Female,0,One,AB,Some university,Anglican/Protestant,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
72,16:45  -  16:59,60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,19 – 24,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
73,17:00  -  17:14,60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,19 – 24,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
74,15:30  -  15:44,60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,19 – 24,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
75,16:15  -  16:29,60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,19 – 24,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
76,16:00  -  16:14,60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,19 – 24,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
77,15:45  -  15:59,60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,19 – 24,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
78,16:30  -  16:44,60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,19 – 24,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
79,18:45  -  18:59,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"16:00  -  16:14,18:00  -  18:14,18:45  -  18:59"
80,16:00  -  16:14,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"16:00  -  16:14,18:00  -  18:14,18:45  -  18:59"
81,18:00  -  18:14,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"16:00  -  16:14,18:00  -  18:14,18:45  -  18:59"
82,3:45  -  3:59,60595421,Lusaka,Lusaka district,Urban,Male,1,None,AB,Some university,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,3:45  -  3:59
83,17:15  -  17:29,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
84,19:00  -  19:14,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
85,16:45  -  16:59,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
86,18:15  -  18:29,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
87,15:30  -  15:44,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
88,18:30  -  18:44,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
89,15:45  -  15:59,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
90,18:45  -  18:59,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
91,17:00  -  17:14,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
92,18:00  -  18:14,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
93,19:15  -  19:29,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
94,16:15  -  16:29,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
95,15:15  -  15:29,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
96,17:45  -  17:59,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
97,15:00  -  15:14,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
98,17:30  -  17:44,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
99,16:00  -  16:14,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
100,16:30  -  16:44,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
101,19:30  -  19:44,60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
102,17:15  -  17:29,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
103,19:00  -  19:14,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
104,19:45  -  19:59,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
105,16:45  -  16:59,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
106,18:15  -  18:29,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
107,20:15  -  20:29,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
108,20:30  -  20:44,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
109,18:30  -  18:44,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
110,18:45  -  18:59,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
111,17:00  -  17:14,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
112,18:00  -  18:14,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
113,19:15  -  19:29,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
114,17:45  -  17:59,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
115,21:00  -  21:14,60607365,Southern,Mazabuka,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
